,text
3175,"['mani', 'idea', 'good', 'amp', 'good', 'emerg', 'bipartisan', 'meet', 'school', 'safeti', 'yesterday', 'white', 'hous', 'background', 'check', 'big', 'part', 'convers', 'gun', 'free', 'zone', 'proven', 'target', 'killer', 'mani', 'year', 'bill', 'emerg', 'respect', 'nd', 'amend']"
3176,"['honor', 'welcom', 'bipartisan', 'member', 'congress', 'discuss', 'safe', 'school', 'safe', 'commun', 'continu', 'mourn', 'loss', 'mani', 'preciou', 'young', 'live', 'parkland', 'determin', 'turn', 'grief', 'action', 'full', 'meet']"
3177,"['today', 'honor', 'billi', 'graham', 'three', 'privat', 'citizen', 'honor', 'say', 'prayer', 'countri', 'across', 'land', 'lord', 'rais', 'men', 'women', 'like', 'billi', 'graham', 'spread', 'messag', 'love', 'hope', 'everi', 'preciou', 'child', 'god']"
3178,"['start', 'small', 'bibl', 'school', 'florida', 'billi', 'graham', 'soon', 'led', 'nationwid', 'reviv', 'larg', 'tent', 'lo', 'angel', 'one', 'hundr', 'thousand', 'peopl', 'singl', 'day', 'yanke', 'stadium', 'two', 'million', 'peopl', 'madison', 'squar', 'garden', 'sixteen', 'week']"
3179,"['today', 'center', 'great', 'chamber', 'lie', 'billi', 'graham', 'ambassador', 'christ', 'remind', 'world', 'power', 'prayer', 'gift', 'god', 'grace']"
3180,"['g', 'jeff', 'session', 'ask', 'inspector', 'gener', 'investig', 'potenti', 'massiv', 'fisa', 'abus', 'take', 'forev', 'prosecutori', 'power', 'alreadi', 'late', 'report', 'comey', 'etc', 'g', 'obama', 'guy', 'use', 'justic', 'depart', 'lawyer', 'disgrac']"
3181,"['year', 'low', 'illeg', 'border', 'cross', 'year', 'ice', 'border', 'patrol', 'agent', 'great', 'job', 'countri', 'ms', 'thug', 'hit', 'hard']"
3182,"['decid', 'section', 'wall', 'california', 'want', 'built', 'built', 'whole', 'wall', 'approv', 'big', 'victori', 'yesterday', 'rule', 'court', 'allow', 'us', 'proceed', 'countri', 'must', 'border', 'secur']"
3183,"['heritag', 'foundat', 'state', 'trump', 'agenda', 'alreadi', 'done', 'faster', 'even', 'ronald', 'reagan', 'blown', 'away', 'said', 'thoma', 'binion', 'heritag', 'presid', 'trump', 'activ', 'conserv', 'effect', 'huge', 'volum', 'amp', 'spectrum', 'issu']"
3184,"['big', 'legal', 'win', 'today', 'u', 'judg', 'side', 'trump', 'administr', 'reject', 'attempt', 'stop', 'govern', 'build', 'great', 'border', 'wall', 'southern', 'border', 'import', 'project', 'go', 'forward']"
3185,"['beauti', 'map', 'thank']"
3186,"['mississippi', 'great', 'support', 'incred', 'help', 'get', 'massiv', 'tax', 'cut', 'bill', 'done', 'approv', 'also', 'big', 'help', 'cut', 'reg', 'elect', 'way']"
3187,"['texa', 'lc', 'georg', 'p', 'bush', 'back', 'polit', 'correct', 'thing', 'back', 'also', 'ac', 'sid', 'miller', 'begin', 'trump', 'man', 'texa', 'also', 'support', 'comptrol', 'glenn', 'hegar', 'railroad', 'commission', 'christi', 'craddick']"
3188,"['american', 'consum', 'confid', 'sinc', 'strong', 'job', 'market', 'boost', 'confid', 'unemploy', 'rate', 'stay', 'year', 'low']"
3189,"['want', 'encourag', 'mani', 'texa', 'friend', 'vote', 'primari', 'governor', 'greg', 'abbott', 'senat', 'ted', 'cruz', 'lt', 'gov', 'dan', 'patrick', 'attorney', 'gener', 'ken', 'paxton', 'help', 'make', 'america', 'great', 'vote', 'earli', 'march', 'th']"
3190,"['witch', 'hunt']"
3191,"['seen', 'evid', 'collus', 'seen', 'noth', 'fire', 'jame', 'comey', 'aftermath', 'suggest', 'presid', 'obstruct', 'justic', 'exercis', 'power', 'presid', 'u', 'see', 'judg', 'ken', 'starr']"
3192,"['skeptic', 'collus', 'obstruct', 'claim', 'last', 'year', 'see', 'evid', 'term', 'collus', 'bit', 'implaus', 'base', 'evid', 'jonathan', 'turley']"
3193,"['got', 'good', 'point', 'somebodi', 'justic', 'depart', 'treasur', 'trove', 'evid', 'mr', 'clinton', 'crimin', 'hand', 'other', 'ought', 'investig', 'fulli', 'agre', 'presid', 'show']"
3198,"['interview', 'p', 'enjoy']"
3199,"['congressman', 'schiff', 'omit', 'distort', 'key', 'fact', 'els', 'new', 'total', 'phoni']"
3200,"['russian', 'compromis', 'inform', 'donald', 'trump', 'cours', 'none', 'never', 'whole', 'witch', 'hunt', 'illeg', 'disgrac', 'obama', 'noth', 'russia']"
3201,"['dem', 'memo', 'fbi', 'disclos', 'client', 'clinton', 'campaign', 'dnc', 'wow']"
3202,"['democrat', 'memo', 'respons', 'govern', 'surveil', 'abus', 'total', 'polit', 'legal', 'bust', 'confirm', 'terribl', 'thing', 'done', 'illeg']"
3203,"['big', 'cpac', 'straw', 'poll', 'result', 'approv', 'job', 'presid', 'trump', 'thank', 'say', 'presid', 'trump', 'tweet', 'funni', 'say', 'republican', 'congress', 'better', 'job', 'work', 'presid', 'trump', 'start', 'happen']"
3204,"['dem', 'longer', 'talk', 'daca', 'sight', 'mind', 'say', 'daca', 'beneficiari', 'happi', 'nanci', 'pelosi', 'truli', 'care', 'republican', 'stand', 'readi', 'make', 'deal']"
3205,"['unemploy', 'claim', 'lowest', 'level', 'sinc', 'much', 'massiv', 'cut', 'unnecessari', 'job', 'kill', 'regul']"
3206,"['democrat', 'judg', 'total', 'redrawn', 'elect', 'line', 'great', 'state', 'pennsylvania', 'unfair', 'republican', 'countri', 'whole', 'must', 'appeal', 'unit', 'state', 'suprem', 'court', 'asap']"
3207,"['arm', 'educ', 'trust', 'peopl', 'work', 'within', 'school', 'love', 'student', 'protect', 'smart', 'peopl', 'must', 'firearm', 'adept', 'amp', 'annual', 'train', 'get', 'yearli', 'bonu', 'shoot', 'happen', 'big', 'amp', 'inexpens', 'deterr', 'state']"
3209,"['true', 'wayn', 'lowest', 'black', 'unemploy', 'histori']"
3210,"['thank', 'great', 'men', 'women', 'unit', 'state', 'job', 'well', 'done']"
3211,"['today', 'melania', 'honor', 'welcom', 'prime', 'minist', 'mr', 'turnbul', 'australia', 'press', 'confer']"
3212,"['nation', 'motto', 'god', 'trust', 'week', 'nation', 'lost', 'incred', 'leader', 'devot', 'life', 'help', 'us', 'understand', 'word', 'realli', 'mean', 'never', 'forget', 'histor', 'crowd', 'voic', 'energi', 'profound', 'faith', 'billi', 'graham', 'cpac']"
3213,"['salut', 'great', 'american', 'flag', 'put', 'hand', 'heart', 'pledg', 'allegi', 'proudli', 'stand', 'nation', 'anthem', 'cpac']"
3214,"['year', 'rebuild', 'nation', 'final', 'rebuild', 'nation', 'restor', 'confid', 'pride', 'cpac']"
3215,"['still', 'interest', 'democrat', 'total', 'forgotten', 'daca', 'lot', 'interest', 'subject']"
3216,"['daughter', 'ivanka', 'arriv', 'south', 'korea', 'cannot', 'better', 'smarter', 'person', 'repres', 'countri']"
3217,"['cpac', 'today']"
3218,"['ms', 'gang', 'member', 'remov', 'great', 'ice', 'border', 'patrol', 'agent', 'thousand', 'killer', 'come', 'back', 'el', 'salvador', 'mexico', 'like', 'water', 'el', 'salvador', 'take', 'money', 'mexico', 'must', 'help', 'problem', 'need', 'wall']"
3219,"['school', 'shoot', 'survivor', 'say', 'quit', 'town', 'hall', 'refus', 'script', 'question', 'like', 'much', 'cnn', 'fake', 'news', 'rate', 'bad', 'msnbc', 'may', 'wors']"
3220,"['today', 'great', 'honor', 'host', 'school', 'safeti', 'roundtabl', 'state', 'local', 'leader', 'law', 'enforc', 'offic', 'educ', 'offici', 'noth', 'import', 'protect', 'children', 'deserv', 'safe', 'deliv']"
3221,"['behalf', 'entir', 'nation', 'congratul', 'u', 'women', 'hockey', 'team', 'win', 'gold', 'goteamusa', 'olymp']"
3222,"['meet', 'lawmak', 'today', 'discuss', 'school', 'safeti', 'next', 'week', 'nation', 'governor', 'mani', 'year', 'talk', 'action', 'get', 'done']"
3223,"['mani', 'peopl', 'understand', 'want', 'understand', 'wayn', 'chri', 'folk', 'work', 'hard', 'great', 'peopl', 'great', 'american', 'patriot', 'love', 'countri', 'right', 'thing', 'make', 'america', 'great']"
3224,"['strongli', 'push', 'comprehens', 'background', 'check', 'emphasi', 'mental', 'health', 'rais', 'age', 'end', 'sale', 'bump', 'stock', 'congress', 'mood', 'final', 'someth', 'issu', 'hope']"
3225,"['potenti', 'sicko', 'shooter', 'know', 'school', 'larg', 'number', 'weapon', 'talent', 'teacher', 'other', 'instantli', 'shoot', 'sicko', 'never', 'attack', 'school', 'coward', 'go', 'problem', 'solv', 'must', 'offens', 'defens', 'alon', 'work']"
3226,"['histori', 'show', 'school', 'shoot', 'last', 'averag', 'minut', 'take', 'polic', 'amp', 'first', 'respond', 'approxim', 'minut', 'get', 'site', 'crime', 'highli', 'train', 'gun', 'adept', 'teacher', 'coach', 'would', 'solv', 'problem', 'instantli', 'polic', 'arriv', 'great', 'deterr']"
3227,"['immedi', 'fire', 'back', 'savag', 'sicko', 'came', 'school', 'bad', 'intent', 'highli', 'train', 'teacher', 'would', 'also', 'serv', 'deterr', 'coward', 'far', 'asset', 'much', 'less', 'cost', 'guard', 'gun', 'free', 'school', 'magnet', 'bad', 'peopl', 'attack', 'would', 'end']"
3228,"['never', 'said', 'give', 'teacher', 'gun', 'like', 'state', 'fake', 'news', 'amp', 'said', 'look', 'possibl', 'give', 'conceal', 'gun', 'gun', 'adept', 'teacher', 'militari', 'special', 'train', 'experi', 'best', 'teacher', 'lot', 'would', 'abl']"
3229,"['alway', 'rememb', 'time', 'spent', 'today', 'courag', 'student', 'teacher', 'famili', 'much', 'love', 'midst', 'much', 'pain', 'must', 'let', 'must', 'keep', 'children', 'safe', 'full', 'listen', 'session']"
3230,"['melania', 'join', 'million', 'peopl', 'around', 'world', 'mourn', 'pass', 'billi', 'graham', 'prayer', 'children', 'grandchildren', 'great', 'grandchildren', 'work', 'close', 'reverend', 'graham', 'lifelong', 'ministri']"
3231,"['yesterday', 'great', 'honor', 'recogn', 'extraordinari', 'law', 'enforc', 'offic', 'first', 'respond', 'award', 'highest', 'possibl', 'decor', 'braveri', 'public', 'safeti', 'offic', 'medal', 'valor', 'americanhero']"
3232,"['question', 'russian', 'meddl', 'took', 'place', 'obama', 'administr', 'right', 'januari', 'th', 'subject', 'investig', 'obama', 'someth', 'meddl', 'dem', 'crime', 'investig', 'ask', 'jeff', 'session']"
3233,"['great', 'billi', 'graham', 'dead', 'nobodi', 'like', 'miss', 'christian', 'religion', 'special', 'man']"
3234,"['question', 'russian', 'meddl', 'took', 'place', 'obama', 'administr', 'right', 'januari', 'th', 'subject', 'investig', 'obama', 'someth', 'meddl', 'dem', 'crime', 'investig', 'ask', 'jeff', 'session']"
3235,"['whether', 'republican', 'democrat', 'must', 'focu', 'strengthen', 'background', 'check']"
3236,"['true', 'thank']"
3237,"['bad', 'rate', 'amp', 'got', 'scam', 'cover', 'anti', 'trump', 'russia', 'ralli', 'wall', 'wall', 'probabl', 'knew', 'fake', 'news', 'ralli', 'push', 'hard', 'anyway', 'two', 'realli', 'dishonest', 'newscast', 'public', 'wise']"
3238,"['main', 'street', 'boom', 'thank', 'incred', 'tax', 'cut', 'reform', 'law', 'show', 'small', 'busi', 'owner', 'optimist', 'readi', 'grow', 'busi']"
3239,"['camera', 'run', 'anoth', 'fals', 'accus', 'report', 'stori', 'women', 'take', 'money', 'make', 'stori', 'one', 'home', 'mortgag', 'paid', 'report', 'fit', 'mainstream', 'media', 'narr']"
3240,"['woman', 'know', 'best', 'knowledg', 'never', 'met', 'front', 'page', 'fake', 'news', 'washington', 'post', 'say', 'kiss', 'two', 'minut', 'yet', 'lobbi', 'trump', 'tower', 'year', 'ago', 'never', 'happen', 'would', 'public', 'space', 'live', 'secur']"
3241,"['much', 'tougher', 'russia', 'obama', 'look', 'fact', 'total', 'fake', 'news']"
3242,"['hope', 'republican', 'great', 'state', 'pennsylvania', 'challeng', 'new', 'push', 'congression', 'map', 'way', 'suprem', 'court', 'necessari', 'origin', 'correct', 'let', 'dem', 'take', 'elect', 'away', 'rais', 'tax', 'amp', 'wast', 'money']"
3243,"['matt', 'schlapp', 'cpac', 'get', 'readi', 'anoth', 'excit', 'event', 'big', 'differ', 'day', 'presid', 'obama', 'held', 'white', 'hous', 'come', 'long', 'way', 'matt']"
3244,"['republican', 'lead', 'gener', 'poll', 'perhap', 'popular', 'tax', 'cut', 'dem', 'want', 'take', 'away', 'actual', 'want', 'rais', 'tax', 'substanti', 'also', 'want', 'noth', 'daca', 'r', 'want', 'fix']"
3245,"['presid', 'obama', 'quot', 'elect', 'thought', 'crook', 'hillari', 'go', 'win', 'want', 'rock', 'boat', 'easili', 'elector', 'colleg', 'whole', 'game', 'chang', 'russian', 'excus', 'becam', 'narr', 'dem']"
3246,"['seriou', 'person', 'would', 'suggest', 'somehow', 'could', 'even', 'rig', 'america', 'elect', 'evid', 'happen', 'past', 'happen', 'time', 'invit', 'mr', 'trump', 'stop', 'whine', 'make', 'case', 'get', 'vote']"
3247,"['thank', 'great', 'timelin', 'failur', 'obama', 'administr', 'russia', 'includ', 'crimea', 'syria', 'much', 'start', 'win']"
3248,"['faith', 'donald', 'trump', 'book', 'david', 'brodi', 'scott', 'lamb', 'interest', 'read', 'enjoy']"
3249,"['u', 'economi', 'look', 'good', 'opinion', 'even', 'better', 'anticip', 'compani', 'pour', 'back', 'countri', 'revers', 'long', 'term', 'trend', 'leav', 'unemploy', 'number', 'look', 'great', 'regul', 'amp', 'tax', 'massiv', 'cut', 'job', 'job', 'job']"
3250,"['announc', 'run', 'senat', 'wonder', 'state', 'utah', 'make', 'great', 'senat', 'worthi', 'successor', 'full', 'support', 'endors']"
3251,"['obama', 'presid', 'beyond', 'elect', 'someth', 'russian', 'meddl']"
3252,"['great', 'reflect', 'presid', 'day']"
3253,"['watch', 'insecur', 'oprah', 'winfrey', 'one', 'point', 'knew', 'well', 'interview', 'panel', 'peopl', 'minut', 'question', 'bias', 'slant', 'fact', 'incorrect', 'hope', 'oprah', 'run', 'expos', 'defeat', 'like', 'other']"
3254,"['great', 'friend', 'nascar', 'big', 'race', 'today', 'daytona', 'brian', 'franc', 'franc', 'famili', 'special', 'peopl', 'enjoy', 'race']"
3255,"['thank', 'kenstarr', 'former', 'independ', 'counsel', 'whitewat', 'insight', 'power', 'word', 'fisa', 'abus', 'russian', 'meddl', 'etc', 'realli', 'great', 'interview']"
3256,"['great', 'pollster', 'john', 'mclaughlin', 'gop', 'gener', 'congression', 'ballot', 'big', 'gain', 'last', 'week', 'guess', 'peopl', 'love', 'big', 'tax', 'cut', 'given', 'republican', 'cut', 'dem', 'want', 'take', 'away', 'need', 'republican']"
3257,"['fake', 'news', 'big', 'rate', 'loser', 'cnn']"
3258,"['goal', 'russia', 'creat', 'discord', 'disrupt', 'chao', 'within', 'u', 'committe', 'hear', 'investig', 'parti', 'hatr', 'succeed', 'beyond', 'wildest', 'dream', 'laugh', 'ass', 'moscow', 'get', 'smart', 'america']"
3260,"['adam', 'schiff', 'start', 'blame', 'presid', 'obama', 'russian', 'meddl', 'elect', 'probabl', 'yet', 'anoth', 'excus', 'democrat', 'lead', 'fearless', 'leader', 'crook', 'hillari', 'clinton', 'lost', 'elect', 'great', 'candid']"
3261,"['never', 'said', 'russia', 'meddl', 'elect', 'said', 'may', 'russia', 'china', 'anoth', 'countri', 'group', 'may', 'pound', 'geniu', 'sit', 'bed', 'play', 'comput', 'russian', 'hoax', 'trump', 'campaign', 'collud', 'russia', 'never']"
3262,"['final', 'liddl', 'adam', 'schiff', 'leakin', 'monster', 'control', 'blame', 'obama', 'administr', 'russian', 'meddl', 'elect', 'final', 'right', 'someth', 'obama', 'presid', 'knew', 'threat', 'noth', 'thank', 'adam']"
3263,"['never', 'gotten', 'fact', 'obama', 'abl', 'send', 'billion', 'dollar', 'cash', 'iran', 'nobodi', 'congress', 'fbi', 'justic', 'call', 'investig']"
3264,"['gener', 'mcmaster', 'forgot', 'say', 'result', 'elect', 'impact', 'chang', 'russian', 'collus', 'russia', 'crook', 'h', 'dnc', 'dem', 'rememb', 'dirti', 'dossier', 'uranium', 'speech', 'email', 'podesta', 'compani']"
3265,"['sad', 'fbi', 'miss', 'mani', 'signal', 'sent', 'florida', 'school', 'shooter', 'accept', 'spend', 'much', 'time', 'tri', 'prove', 'russian', 'collus', 'trump', 'campaign', 'collus', 'get', 'back', 'basic', 'make', 'us', 'proud']"
3266,"['like', 'want', 'solv', 'daca', 'problem', 'democrat', 'pass', 'gun', 'control', 'legisl', 'hous', 'amp', 'senat', 'obama', 'administr', 'want', 'talk']"
3267,"['seen', 'russian', 'ad', 'say', 'definit', 'sway', 'elect', 'main', 'goal', 'rob', 'goldman', 'vice', 'presid', 'facebook', 'ad']"
3268,"['fake', 'news', 'media', 'never', 'fail', 'hard', 'ignor', 'fact', 'vice', 'presid', 'facebook', 'ad', 'rob', 'goldman']"
3269,"['funni', 'fake', 'news', 'media', 'want', 'say', 'russian', 'group', 'form', 'long', 'run', 'presid', 'mayb', 'knew', 'go', 'run', 'even', 'though', 'know']"
3270,"['deputi', 'g', 'rod', 'rosenstein', 'state', 'news', 'confer', 'alleg', 'indict', 'american', 'know', 'particip', 'illeg', 'activ', 'alleg', 'indict', 'charg', 'conduct', 'alter', 'outcom', 'elect']"
3271,"['charg', 'deal', 'big', 'win', 'written', 'michael', 'goodwin', 'succinctli', 'state', 'russian', 'impact', 'elect', 'result', 'collus', 'trump', 'campaign', 'lost', 'old', 'fashion', 'way', 'terribl', 'candid', 'case', 'close']"
3272,"['melania', 'met', 'incred', 'peopl', 'last', 'night', 'broward', 'counti', 'florida', 'never', 'forget', 'even']"
3273,"['entir', 'nation', 'w', 'one', 'heavi', 'heart', 'continu', 'pray', 'victim', 'amp', 'famili', 'parkland', 'fl', 'teacher', 'law', 'enforc', 'first', 'respond', 'amp', 'medic', 'profession', 'respond', 'brave', 'face', 'danger', 'thank', 'courag']"
3274,"['russia', 'start', 'anti', 'us', 'campaign', 'long', 'announc', 'would', 'run', 'presid', 'result', 'elect', 'impact', 'trump', 'campaign', 'noth', 'wrong', 'collus']"
3275,"['cannot', 'believ', 'badli', 'daca', 'recipi', 'treat', 'democrat', 'total', 'abandon', 'republican', 'still', 'work', 'hard']"
3276,"['leav', 'florida', 'today', 'meet', 'bravest', 'peopl', 'earth', 'peopl', 'whose', 'live', 'total', 'shatter', 'also', 'work', 'congress', 'mani', 'front']"
3277,"['presidenti', 'proclam', 'honor', 'victim', 'tragedi', 'parkland', 'florida']"
3278,"['lotteri', 'continu', 'deadli', 'catch', 'releas', 'bar', 'enforc', 'even', 'futur', 'illeg', 'immigr', 'vote', 'amend', 'would', 'vote', 'law', 'enforc', 'vote', 'open', 'border', 'dem', 'actual', 'seriou', 'daca', 'support', 'grassley', 'bill']"
3279,"['schumer', 'round', 'collin', 'immigr', 'bill', 'would', 'total', 'catastroph', 'say', 'would', 'end', 'immigr', 'enforc', 'america', 'creat', 'giant', 'amnesti', 'includ', 'danger', 'crimin', 'build', 'wall', 'expand', 'chain', 'migrat', 'keep', 'visa']"
3281,"['time', 'tragedi', 'bond', 'sustain', 'us', 'famili', 'faith', 'commun', 'countri', 'bond', 'stronger', 'forc', 'hatr', 'evil', 'bond', 'grow', 'even', 'stronger', 'hour', 'greatest', 'need']"
3282,"['republican', 'democrat', 'congress', 'work', 'hard', 'come', 'solut', 'daca', 'strongli', 'consid', 'system', 'merit', 'base', 'immigr', 'peopl', 'readi', 'will', 'abl', 'help', 'compani', 'move', 'usa']"
3283,"['mani', 'sign', 'florida', 'shooter', 'mental', 'disturb', 'even', 'expel', 'school', 'bad', 'errat', 'behavior', 'neighbor', 'classmat', 'knew', 'big', 'problem', 'must', 'alway', 'report', 'instanc', 'author']"
3284,"['spoke', 'governor', 'rick', 'scott', 'work', 'close', 'law', 'enforc', 'terribl', 'florida', 'school', 'shoot']"
3285,"['prayer', 'condol', 'famili', 'victim', 'terribl', 'florida', 'shoot', 'child', 'teacher', 'anyon', 'els', 'ever', 'feel', 'unsaf', 'american', 'school']"
3286,"['today', 'honor', 'join', 'republican', 'democrat', 'hous', 'senat', 'well', 'member', 'cabinet', 'discuss', 'urgent', 'need', 'rebuild', 'restor', 'america', 'deplet', 'infrastructur']"
3287,"['come', 'togeth', 'celebr', 'extraordinari', 'contribut', 'african', 'american', 'nation', 'thought', 'turn', 'hero', 'civil', 'right', 'movement', 'whose', 'courag', 'sacrific', 'inspir', 'us', 'proclam']"
3288,"['negoti', 'daca', 'begun', 'republican', 'want', 'make', 'deal', 'democrat', 'say', 'want', 'make', 'deal', 'great', 'could', 'final', 'mani', 'year', 'solv', 'daca', 'puzzl', 'last', 'chanc', 'never', 'anoth', 'opportun', 'march', 'th']"
3289,"['infrastructur', 'plan', 'put', 'forward', 'receiv', 'great', 'review', 'everyon', 'except', 'cours', 'democrat', 'mani', 'year', 'taken', 'care', 'militari', 'fix', 'road', 'bridg', 'tunnel', 'airport', 'bipartisan', 'make', 'deal', 'dem']"
3290,"['journey', 'maga', 'began', 'opportun', 'reconnect', 'friend', 'support', 'someth', 'look', 'forward', 'everi', 'year', 'see', 'cpac']"
3291,"['thank', 'sue', 'kruczek', 'lost', 'wonder', 'talent', 'son', 'nick', 'opioid', 'scourg', 'kind', 'word', 'fight', 'terribl', 'epidem', 'hard', 'nick', 'die', 'vain']"
3292,"['big', 'week', 'infrastructur', 'stupidli', 'spend', 'trillion', 'middl', 'east', 'time', 'start', 'invest', 'countri']"
3293,"['spoke', 'express', 'condol', 'prayer', 'horribl', 'shoot', 'two', 'great', 'polic', 'offic', 'true', 'tragedi']"
3294,"['rep', 'lou', 'barletta', 'great', 'republican', 'pennsylvania', 'one', 'earliest', 'support', 'make', 'fantast', 'senat', 'strong', 'amp', 'smart', 'love', 'pennsylvania', 'amp', 'love', 'countri', 'vote', 'tax', 'cut', 'unlik', 'bob', 'casey', 'listen', 'tax', 'hiker', 'pelosi', 'schumer']"
3295,"['million', 'hard', 'work', 'american', 'alreadi', 'receiv', 'larg', 'bonu', 'pay', 'increas', 'recent', 'pass', 'tax', 'cut', 'amp', 'job', 'bill', 'get', 'better', 'far', 'ahead', 'schedul']"
3296,"['mani', 'posit', 'thing', 'go', 'u', 'fake', 'news', 'media', 'want', 'go', 'neg', 'stori', 'wonder', 'peopl', 'longer', 'trust', 'media', 'whose', 'approv', 'rate', 'correctli', 'lowest', 'level', 'histori', 'maga']"
3297,"['administr', 'identifi', 'three', 'major', 'prioriti', 'creat', 'safe', 'modern', 'law', 'immigr', 'system', 'fulli', 'secur', 'border', 'end', 'chain', 'migrat', 'cancel', 'visa', 'lotteri', 'congress', 'must', 'secur', 'immigr', 'system', 'protect', 'american']"
3298,"['thought', 'prayer', 'two', 'polic', 'offic', 'famili', 'everybodi']"
3299,"['republican', 'want', 'fix', 'daca', 'far', 'democrat', 'dem', 'three', 'branch', 'govern', 'back', 'decid', 'anyth', 'daca', 'want', 'use', 'campaign', 'issu', 'vote', 'republican']"
3300,"['agenc', 'fbi', 'amp', 'doj', 'state', 'depart', 'dig', 'dirt', 'day', 'lead', 'elect', 'comey', 'convers', 'donald', 'trump', 'believ', 'accur', 'leak', 'inform', 'corrupt', 'tom', 'fitton', 'judici', 'watch']"
3301,"['view', 'trump', 'vindic', 'last', 'sever', 'week', 'mishandl', 'dossier', 'lie', 'clinton', 'dnc', 'dossier', 'show', 'victim', 'victim', 'obama', 'administr', 'use', 'sort']"
3302,"['peopl', 'live', 'shatter', 'destroy', 'mere', 'alleg', 'true', 'fals', 'old', 'new', 'recoveri', 'someon', 'fals', 'accus', 'life', 'career', 'gone', 'thing', 'longer', 'due', 'process']"
3303,"['accord', 'russian', 'sold', 'phoni', 'secret', 'trump', 'u', 'ask', 'price', 'million', 'brought', 'million', 'paid', 'time', 'hope', 'peopl', 'see', 'amp', 'understand', 'go', 'start', 'come', 'drain', 'swamp']"
3304,"['democrat', 'sent', 'polit', 'long', 'respons', 'memo', 'knew', 'sourc', 'method', 'would', 'heavili', 'redact', 'whereupon', 'would', 'blame', 'white', 'hous', 'lack', 'transpar', 'told', 'send', 'back', 'proper', 'form']"
3305,"['jobless', 'claim', 'drop', 'year', 'low']"
3306,"['cost', 'non', 'militari', 'line', 'never', 'come', 'elect', 'republican', 'elect', 'beyond', 'bill', 'big', 'victori', 'militari', 'much', 'wast', 'order', 'get', 'dem', 'vote', 'fortun', 'daca', 'includ', 'bill', 'negoti', 'start']"
3307,"['without', 'republican', 'congress', 'forc', 'increas', 'spend', 'thing', 'like', 'want', 'order', 'final', 'mani', 'year', 'deplet', 'take', 'care', 'militari', 'sadli', 'need', 'dem', 'vote', 'passag', 'must', 'elect', 'republican', 'elect']"
3308,"['sign', 'bill', 'militari', 'stronger', 'ever', 'love', 'need', 'militari', 'gave', 'everyth', 'first', 'time', 'happen', 'long', 'time', 'also', 'mean', 'job', 'job', 'job']"
3309,"['wow', 'senat', 'mark', 'warner', 'got', 'caught', 'extens', 'contact', 'lobbyist', 'russian', 'oligarch', 'warner', 'want', 'paper', 'trail', 'privat', 'meet', 'london', 'request', 'steel', 'fraudul', 'dossier', 'fame', 'tie', 'crook', 'hillari']"
3310,"['time', 'end', 'visa', 'lotteri', 'congress', 'must', 'secur', 'immigr', 'system', 'protect', 'american']"
3311,"['long', 'open', 'eye', 'god', 'grace', 'open', 'heart', 'god', 'love', 'america', 'forev', 'land', 'free', 'home', 'brave', 'light', 'unto', 'nation', 'nationalprayerbreakfast']"
3312,"['meet', 'henri', 'kissing', 'pm', 'discuss', 'north', 'korea', 'china', 'middl', 'east']"
3313,"['founder', 'invok', 'creator', 'four', 'time', 'declar', 'independ', 'currenc', 'declar', 'god', 'trust', 'place', 'hand', 'heart', 'recit', 'pledg', 'allegi', 'proclaim', 'one', 'nation', 'god', 'nationalprayerbreakfast']"
3314,"['head', 'shortli', 'make', 'remark', 'nation', 'prayer', 'breakfast', 'washington', 'great', 'religi', 'polit', 'leader', 'mani', 'friend', 'includ', 'v', 'produc', 'mark', 'burnett', 'wonder', 'season', 'apprentic', 'triumph', 'look', 'forward', 'see']"
3315,"['budget', 'agreement', 'today', 'import', 'great', 'militari', 'end', 'danger', 'sequest', 'give', 'secretari', 'matti', 'need', 'keep', 'america', 'great', 'republican', 'democrat', 'must', 'support', 'troop', 'support', 'bill']"
3316,"['congratul', 'republ', 'korea', 'magnific', 'winter', 'olymp', 'south', 'korean', 'peopl', 'built', 'truli', 'inspir']"
3317,"['best', 'wish', 'republ', 'korea', 'host', 'wonder', 'opportun', 'show', 'everyon', 'truli', 'great', 'nation']"
3318,"['new', 'fbi', 'text', 'bombshel']"
3319,"['old', 'day', 'good', 'news', 'report', 'stock', 'market', 'would', 'go', 'today', 'good', 'news', 'report', 'stock', 'market', 'goe', 'big', 'mistak', 'much', 'good', 'great', 'news', 'economi']"
3320,"['congratul', 'success', 'falconheavi', 'launch', 'achiev', 'along', 'commerci', 'intern', 'partner', 'continu', 'show', 'american', 'ingenu', 'best']"
3321,"['happi', 'birthday', 'th', 'presid', 'unit', 'state', 'america', 'ronald', 'reagan']"
3322,"['today', 'heard', 'experi', 'law', 'enforc', 'profession', 'commun', 'leader', 'work', 'combat', 'threat', 'ms', 'reform', 'need', 'congress', 'defeat', 'watch']"
3323,"['need', 'st', 'centuri', 'merit', 'base', 'immigr', 'system', 'chain', 'migrat', 'visa', 'lotteri', 'outdat', 'program', 'hurt', 'econom', 'nation', 'secur']"
3324,"['poll', 'show', 'nearli', 'american', 'support', 'immigr', 'reform', 'packag', 'includ', 'daca', 'fulli', 'secur', 'border', 'end', 'chain', 'migrat', 'amp', 'cancel', 'visa', 'lotteri', 'oppos', 'deal', 'seriou', 'daca', 'want', 'open', 'border']"
